ID,Status,Post,DD,MM,YYYY
4059,Active,?????,18,12,2017
4060,Active,?????,19,12,2017
4061,Active,?????,21,12,2017
4062,Active,?????,22,12,2017
4063,Active,?????,23,12,2018
4064,Active,?????,25,12,2017
4065,Active,?????,01,12,2017
4066,Active,?????,01,12,2017
4067,Active,?????,01,12,2017
4068,Active,?????,01,12,2017
4069,Active,?????,01,12,2017
4070,Active,?????,??,??,????
4071,Active,?????,??,??,????
4072,Active,?????,??,??,????
4073,Active,?????,25,12,2017
4074,Active,?????,25,12,2017
4075,Active,?????,25,12,2017
4076,Active,?????,25,12,2017
4077,Active,?????,25,12,2017
4078,Active,?????,25,12,2017
4079,Active,?????,25,12,2017
4080,Active,?????,25,12,2017
4081,Active,?????,25,12,2017
4082,Active,?????,25,12,2017
4083,Active,?????,25,12,2017
4084,Active,?????,25,12,2017
4085,Active,?????,23,12,2017
4086,Active,?????,15,12,2017
4087,Active,?????,??,??,????
4088,Active,?????,??,??,????
4089,Active,?????,01,01,2018
4090,Active,?????,01,01,2018
4091,Active,?????,01,01,2018
4092,Active,?????,??,??,????
4093,Active,?????,??,??,????
4094,Active,?????,??,??,????
4095,Active,?????,??,??,????
4096,Active,?????,??,??,????
4097,Active,?????,01,01,2018
4098,Active,?????,01,01,2018
4099,Active,?????,01,01,2018
4100,Active,?????,01,01,2018
4101,Active,?????,01,01,2018
4102,Active,?????,??,??,????
4103,Active,?????,??,??,????
4104,Active,?????,??,??,????
4105,Active,?????,??,??,????
4106,Active,?????,??,??,????
4107,Active,?????,??,??,????
4108,Active,?????,??,??,????
4109,Active,?????,??,??,????
4110,Active,?????,??,??,????
4111,Active,?????,??,??,????
4112,Active,?????,??,??,????
4113,Active,?????,??,??,????
4114,Active,?????,??,??,????
4115,Active,?????,??,??,????
4116,Active,?????,??,??,????
4117,Active,?????,01,01,2018
4118,Active,?????,02,01,2018
4119,Active,?????,08,01,2018
4120,Active,?????,08,01,2018
4121,Active,?????,08,01,2018
4122,Active,?????,08,01,2018
4123,Active,?????,08,01,2018
4124,Active,?????,11,01,2018
4125,Active,?????,11,01,2018
4126,Active,?????,11,01,2018
4127,Active,?????,14,01,2018
4128,Active,?????,27,01,2018
4129,Active,?????,27,01,2018
4130,Active,?????,27,01,2018
4131,Active,?????,27,01,2018
4132,Active,?????,27,01,2018
4133,Active,?????,27,01,2018
4134,Active,?????,??,??,????
4135,Active,?????,??,??,????
4136,Active,?????,??,??,????
4137,Active,?????,??,??,????
4138,Active,?????,??,??,????
4139,Active,?????,??,??,????
4140,Active,?????,??,??,????
4141,Active,?????,??,??,????
4142,Active,?????,??,??,????
4143,Active,?????,??,??,????
4144,Active,?????,27,01,2018
4145,Active,?????,30,01,2018
4146,Active,?????,01,02,2018
4147,Active,?????,01,02,2018
4148,Active,?????,01,02,2018
4149,Active,?????,??,??,????
4150,Active,?????,??,??,????
4151,Active,?????,??,??,????
4152,Active,?????,??,??,????
4153,Active,?????,??,??,????
4154,Active,?????,07,02,2018
4155,Active,?????,07,02,2018
4156,Active,?????,07,02,2018
4157,Active,?????,07,02,2018
4158,Active,?????,11,02,2018
4159,Active,?????,14,02,2018
4160,Active,?????,14,02,2018
4161,Active,?????,04,03,2018
4162,Active,?????,??,??,????
4163,Active,?????,??,??,????
4164,Active,?????,??,??,????
4165,Active,?????,??,??,????
4166,Active,?????,??,??,????
4167,Active,?????,23,02,2018
4168,Active,?????,23,02,2018
4169,Active,?????,??,??,????
4170,Active,?????,23,02,2018
4171,Active,?????,23,02,2018
4172,Active,?????,??,??,????
4173,Active,?????,??,??,????
4174,Active,?????,??,??,????
4175,Active,?????,??,??,????
4176,Active,?????,04,03,2018
4177,Active,?????,04,03,2018
4178,Active,?????,04,03,2018
4179,Active,?????,04,03,2018
4180,Active,?????,04,03,2018
4181,Active,?????,04,03,2018
4182,Active,?????,04,03,2018
4183,Active,?????,01,03,2018
4184,Active,?????,01,03,2018
4185,Active,?????,01,03,2018
4186,Active,?????,01,03,2018
4187,Active,?????,01,03,2018
4188,Active,?????,01,03,2018
4189,Active,?????,10,03,2018
4190,Active,?????,26,04,2018
4191,Active,?????,26,04,2018
4192,Active,?????,26,04,2018
4193,Active,?????,26,04,2018
4194,Active,?????,26,04,2018
4195,Active,?????,26,04,2018
4196,Active,?????,26,04,2018
4197,Active,?????,26,04,2018
4198,Active,?????,26,04,2018
4199,Active,?????,04,03,2018
4200,Active,?????,04,03,2018
4201,Active,?????,04,03,2018
4202,Active,?????,04,03,2018
4203,Active,?????,04,03,2018
4204,Active,?????,04,03,2018
4205,Active,?????,04,03,2018
4206,Active,?????,04,03,2018
4207,Active,?????,04,03,2018
4208,Active,?????,04,03,2018
4209,Active,?????,04,03,2018
4210,Active,?????,10,03,2018
4211,Active,?????,10,03,2018
4212,Active,?????,10,03,2018
4213,Active,?????,10,03,2018
4214,Active,?????,10,03,2018
4215,Active,?????,10,03,2018
4216,Active,?????,20,03,2018
4217,Active,?????,20,03,2018
4218,Active,?????,25,03,2018
4219,Active,?????,25,03,2018
4220,Active,?????,25,03,2018
4221,Active,?????,25,03,2018
4222,Active,?????,25,03,2018
4223,Active,?????,25,03,2018
4224,Active,?????,01,04,2018
4225,Active,?????,01,04,2018
4226,Active,?????,01,04,2018
4227,Active,?????,03,04,2018
4228,Active,?????,03,04,2018
4229,Active,?????,03,04,2018
4230,Active,?????,01,04,2018
4231,Active,?????,01,04,2018
4232,Active,?????,01,04,2018
4233,Active,?????,12,04,2018
4234,Active,?????,12,04,2018
4235,Active,?????,12,04,2018
4236,Active,?????,12,04,2018
4237,Active,?????,12,04,2018
4238,Active,?????,12,04,2018
4239,Active,?????,12,04,2018
4240,Active,?????,12,04,2018
4241,Active,?????,12,04,2018
4242,Active,?????,15,04,2018
4243,Active,?????,17,04,2018
4244,Active,?????,17,04,2018
4245,Active,?????,17,04,2018
4246,Active,?????,17,04,2018
4247,Active,?????,17,04,2018
4248,Active,?????,17,04,2018
4249,Active,?????,17,04,2018
4250,Active,?????,17,04,2018
4251,Active,?????,17,04,2018
4252,Active,?????,17,04,2018
4253,Active,?????,??,??,????
4254,Active,?????,17,04,2018
4255,Active,?????,17,04,2018
4256,Active,?????,17,04,2018
4257,Active,?????,17,04,2018
4258,Active,?????,17,04,2018
4259,Active,?????,20,04,2018
4260,Active,?????,20,04,2018
4261,Active,?????,05,05,2018
4262,Active,?????,??,??,????
4263,Active,?????,22,04,2018
4264,Active,?????,??,??,????
4265,Active,?????,??,??,????
4266,Active,?????,??,??,????
4267,Active,?????,22,04,2018
4268,Active,?????,22,04,2018
4269,Active,?????,??,??,????
4270,Active,?????,01,05,2018
4271,Active,?????,05,05,2018
4272,Active,?????,05,05,2018
4273,Active,?????,05,05,2018
4274,Active,?????,05,05,2018
4275,Active,?????,05,05,2018
4276,Active,?????,05,05,2018
4277,Active,?????,05,05,2018
4278,Active,?????,05,05,2018
4279,Active,?????,05,05,2018
4280,Active,?????,05,05,2018
4281,Active,?????,05,05,2018
4282,Active,?????,05,05,2018
4283,Active,?????,01,05,2018
4284,Active,?????,01,05,2018
4285,Active,?????,15,05,2018
4286,Active,?????,15,05,2018
4287,Active,?????,10,05,2018
4288,Active,?????,10,05,2018
4289,Active,?????,10,05,2018
4290,Active,?????,10,05,2018
4291,Active,?????,20,05,2018
4292,Active,?????,20,05,2018
4293,Active,?????,20,05,2018
4294,Active,?????,20,05,2018
4295,Active,?????,20,05,2018
4296,Active,?????,20,05,2018
4297,Active,?????,20,05,2018
4298,Active,?????,20,05,2018
4299,Active,?????,20,05,2018
4300,Active,?????,20,05,2018
4301,Active,?????,20,05,2018
4302,Active,?????,20,05,2018
4303,Active,?????,20,05,2018
4304,Active,?????,20,05,2018
4305,Active,?????,20,05,2018
4306,Active,?????,21,05,2018
4307,Active,?????,21,05,2018
4308,Active,?????,21,05,2018
4309,Active,?????,21,05,2018
4310,Active,?????,21,05,2018
4311,Active,?????,21,05,2018
4312,Active,?????,21,05,2018
4313,Active,?????,21,05,2018
4314,Active,?????,21,05,2018
4315,Active,?????,28,05,2018
4316,Active,?????,18,06,2018
4317,Active,?????,18,06,2018
4318,Active,?????,18,06,2018
4319,Active,?????,18,06,2018
4320,Active,?????,18,06,2018
4321,Active,?????,18,06,2018
4322,Active,?????,28,05,2018
4323,Active,?????,28,05,2018
4324,Active,?????,28,05,2018
4325,Active,?????,28,05,2018
4326,Active,?????,28,05,2018
4327,Active,?????,28,05,2018
4328,Active,?????,28,05,2018
4329,Active,?????,28,05,2018
4330,Active,?????,28,05,2018
4331,Active,?????,28,05,2018
4332,Active,?????,30,05,2018
4333,Active,?????,30,05,2018
4334,Active,?????,30,05,2018
4335,Active,?????,30,05,2018
4336,Active,?????,30,05,2018
4337,Active,?????,30,05,2018
4338,Active,?????,30,05,2018
4339,Active,?????,01,06,2018
4340,Active,?????,01,06,2018
4341,Active,?????,01,06,2018
4342,Active,?????,01,06,2018
4343,Active,?????,01,06,2018
4344,Active,?????,01,06,2018
4345,Active,?????,01,07,2018
4346,Active,?????,01,07,2018
4347,Active,?????,01,08,2018
4348,Active,?????,01,08,2018
4349,Active,?????,01,09,2018
4350,Active,?????,01,09,2018
4351,Active,?????,01,10,2018
4352,Active,?????,01,10,2018
4353,Active,?????,01,11,2018
4354,Active,?????,01,11,2018
4355,Active,?????,01,12,2018
4356,Active,?????,01,12,2018
4357,Active,?????,03,06,2018
4358,Active,?????,11,06,2018
4359,Active,?????,11,06,2018
4360,Active,?????,11,06,2018
4361,Active,?????,11,06,2018
4362,Active,?????,11,06,2018
4363,Active,?????,11,06,2018
4364,Active,?????,11,06,2018
4365,Active,?????,11,06,2018
4366,Active,?????,13,06,2018
4367,Active,?????,13,06,2018
4368,Active,?????,13,06,2018
4369,Active,?????,18,06,2018
4370,Active,?????,18,06,2018
4371,Active,?????,18,06,2018
4372,Active,?????,18,06,2018
4373,Active,?????,28,06,2018
4374,Active,?????,28,06,2018
4375,Active,?????,28,06,2018
4376,Active,?????,28,06,2018
4377,Active,?????,28,06,2018
4378,Active,?????,28,06,2018
4379,Active,?????,28,06,2018
4380,Active,?????,28,06,2018
4381,Active,?????,28,06,2018
4382,Active,?????,28,06,2018
4383,Active,?????,28,06,2018
4384,Active,?????,28,06,2018
4385,Active,?????,28,06,2018
4386,Active,?????,28,06,2018
4387,Active,?????,28,06,2018
4388,Active,?????,28,06,2018
4389,Active,?????,28,06,2018
4390,Active,?????,28,06,2018
4391,Active,?????,28,06,2018
4392,Active,?????,28,06,2018
4393,Active,?????,28,06,2018
4394,Active,?????,28,06,2018
4395,Active,?????,28,06,2018
4396,Active,?????,28,06,2018
4397,Active,?????,28,06,2018
4398,Active,?????,28,06,2018
4399,Active,?????,28,06,2018
4400,Active,?????,28,06,2018
4401,Active,?????,28,06,2018
4402,Active,?????,28,06,2018
4403,Active,?????,01,07,2018
4404,Active,?????,10,07,2018
4405,Active,?????,25,07,2018
4406,Active,?????,01,08,2018
4407,Active,?????,29,07,2018
4408,Active,?????,29,07,2018
4409,Active,?????,04,08,2018
4410,Active,?????,04,08,2018
4411,Active,?????,04,08,2018
4412,Active,?????,04,08,2018
4413,Active,?????,04,08,2018
4414,Active,?????,07,08,2018
4415,Active,?????,07,08,2018
4416,Active,?????,07,08,2018
4417,Active,?????,07,08,2018
4418,Active,?????,07,08,2018
4419,Active,?????,09,09,2018
4420,Active,?????,09,09,2018
4421,Active,?????,09,09,2018
4422,Active,?????,09,09,2018
4423,Active,?????,09,09,2018
4424,Active,?????,15,09,2018
4425,Active,?????,15,09,2018
4426,Active,?????,15,09,2018
4427,Active,?????,15,09,2018
4428,Active,?????,15,09,2018
4429,Active,?????,23,09,2018
4430,Active,?????,23,09,2018
4431,Active,?????,23,09,2018
4432,Active,?????,23,09,2018
4433,Active,?????,23,09,2018
4434,Active,?????,20,09,2018
4435,Active,?????,20,09,2018
4436,Active,?????,20,09,2018
4437,Active,?????,20,09,2018
4438,Active,?????,20,09,2018
4439,Active,?????,20,09,2018
4440,Active,?????,??,??,????
4441,Active,?????,??,??,????
4442,Active,?????,05,09,2018
4443,Active,?????,21,08,2018
4444,Active,?????,01,09,2018
4445,Active,?????,21,08,2018
4446,Active,?????,21,08,2018
4447,Active,?????,21,08,2018
4448,Active,?????,21,08,2018
4449,Active,?????,21,08,2018
4450,Active,?????,21,08,2018
4451,Active,?????,27,08,2018
4452,Active,?????,27,08,2018
4453,Active,?????,01,09,2018
4454,Active,?????,01,09,2018
4455,Active,?????,01,09,2018
4456,Active,?????,01,09,2018
4457,Active,?????,01,09,2018
4458,Active,?????,01,09,2018
4459,Active,?????,01,09,2018
4460,Active,?????,01,09,2018
4461,Active,?????,01,09,2018
4462,Active,?????,02,09,2018
4463,Active,?????,02,09,2018
4464,Active,?????,02,09,2018
4465,Active,?????,02,09,2018
4466,Active,?????,02,09,2018
4467,Active,?????,02,09,2018
4468,Active,?????,02,09,2018
4469,Active,?????,02,09,2018
4470,Active,?????,02,09,2018
4471,Active,?????,02,09,2018
4472,Active,?????,11,09,2018
4473,Active,?????,11,09,2018
4474,Active,?????,11,09,2018
4475,Active,?????,11,09,2018
4476,Active,?????,11,09,2018
4477,Active,?????,11,09,2018
4478,Active,?????,11,09,2018
4479,Active,?????,11,09,2018
4480,Active,?????,11,09,2018
4481,Active,?????,11,09,2018
4482,Active,?????,11,09,2018
4483,Active,?????,11,09,2018
4484,Active,?????,11,09,2018
4485,Active,?????,11,09,2018
4486,Active,?????,11,09,2018
4487,Active,?????,11,09,2018
4488,Active,?????,11,09,2018
4489,Active,?????,12,09,2018
4490,Active,?????,12,09,2018
4491,Active,?????,12,09,2018
4492,Active,?????,12,09,2018
4493,Active,?????,12,09,2018
4494,Active,?????,12,09,2018
4495,Active,?????,12,09,2018
4496,Active,?????,12,09,2018
4497,Active,?????,12,09,2018
4498,Active,?????,12,09,2018
4499,Active,?????,12,09,2018
4500,Active,?????,01,10,2018
4501,Active,?????,15,10,2018
4502,Active,?????,15,10,2018
4503,Active,?????,15,10,2018
4504,Active,?????,15,10,2018
4505,Active,?????,15,10,2018
4506,Active,?????,15,10,2018
4507,Active,?????,15,10,2018
4508,Active,?????,15,10,2018
4509,Active,?????,15,10,2018
4510,Active,?????,15,10,2018
4511,Active,?????,15,10,2018
4512,Active,?????,15,10,2018
4513,Active,?????,15,10,2018
4514,Active,?????,15,10,2018
4515,Active,?????,15,10,2018
4516,Active,?????,22,10,2018
4517,Active,?????,22,10,2018
4518,Active,?????,13,10,2018
4519,Active,?????,22,10,2018
4520,Active,?????,22,10,2018
4521,Active,?????,22,10,2018
4522,Active,?????,22,10,2018
4523,Active,?????,22,10,2018
4524,Active,?????,22,10,2018
4525,Active,?????,07,11,2018
4526,Active,?????,28,10,2018
4527,Active,?????,28,10,2018
4528,Active,?????,01,11,2018
4529,Active,?????,07,11,2018
4530,Active,?????,07,11,2018
4531,Active,?????,07,11,2018
4532,Active,?????,07,11,2018
4533,Active,?????,07,11,2018
4534,Active,?????,07,11,2018
4535,Active,?????,10,11,2018
4536,Active,?????,16,11,2018
4537,Active,?????,16,11,2018
4538,Active,?????,16,11,2018
4539,Active,?????,16,11,2018
4540,Active,?????,16,11,2018
4541,Active,?????,16,11,2018
4542,Active,?????,16,11,2018
4543,Active,?????,27,11,2018
4544,Active,?????,27,11,2018
4545,Active,?????,27,11,2018
4546,Active,?????,27,11,2018
4547,Active,?????,27,11,2018
4548,Active,?????,27,11,2018
4549,Active,?????,27,11,2018
4550,Active,?????,27,11,2018
4551,Active,?????,27,11,2018
4552,Active,?????,27,11,2018
4553,Active,?????,27,11,2018
4554,Active,?????,27,11,2018
4555,Active,?????,27,11,2018
4556,Active,?????,27,11,2018
4557,Active,?????,27,11,2018
4558,Active,?????,29,11,2018
4559,Active,?????,27,11,2018
4560,Active,?????,27,11,2018
4561,Active,?????,06,12,2018
4562,Active,?????,06,12,2018
4563,Active,?????,06,12,2018
4564,Active,?????,06,12,2018
4565,Active,?????,06,12,2018
4566,Active,?????,06,12,2018
4567,Active,?????,06,12,2018
4568,Active,?????,06,12,2018
4569,Active,?????,06,12,2018
4570,Active,?????,06,12,2018
4571,Active,?????,06,12,2018
4572,Active,?????,06,12,2018
4573,Active,?????,06,12,2018
4574,Active,?????,06,12,2018
4575,Active,?????,06,12,2018
4576,Active,?????,20,11,2018
4577,Active,?????,20,11,2018
4578,Active,?????,20,11,2018
4579,Active,?????,25,11,2018
4580,Active,?????,01,12,2018
4581,Active,?????,02,12,2018
4582,Active,?????,03,12,2018
4583,Active,?????,04,12,2018
4584,Active,?????,05,12,2018
4585,Active,?????,07,12,2018
4586,Active,?????,08,12,2018
4587,Active,?????,09,12,2018
4588,Active,?????,11,12,2018
4589,Active,?????,12,12,2018
4590,Active,?????,13,12,2018
4591,Active,?????,14,12,2018
4592,Active,?????,16,12,2018
4593,Active,?????,17,12,2018
4594,Active,?????,18,12,2018
4595,Active,?????,20,12,2018
4596,Active,?????,21,12,2018
4597,Active,?????,22,12,2018
4598,Active,?????,24,12,2018
4599,Active,?????,25,12,2018
4600,Active,?????,02,09,2019
4601,Active,?????,01,12,2018
4602,Active,?????,01,12,2018
4603,Active,?????,01,12,2018
4604,Active,?????,01,12,2018
4605,Active,?????,30,11,2018
4606,Active,?????,30,11,2018
4607,Active,?????,30,11,2018
4608,Active,?????,30,11,2018
4609,Active,?????,30,11,2018
4610,Active,?????,30,11,2018
4611,Active,?????,10,12,2018
4612,Active,?????,10,12,2018
4613,Active,?????,10,12,2018
4614,Active,?????,10,12,2018
4615,Active,?????,10,12,2018
4616,Active,?????,10,12,2018
4617,Active,?????,10,12,2018
4618,Active,?????,10,12,2018
4619,Active,?????,10,12,2018
4620,Active,?????,10,12,2018
4621,Active,?????,17,12,2018
4622,Active,?????,17,12,2018
4623,Active,?????,17,12,2018
4624,Active,?????,17,12,2018
4625,Active,?????,17,12,2018
4626,Active,?????,??,??,????
4627,Active,?????,??,??,????
4628,Active,?????,??,??,????
4629,Active,?????,25,12,2018
4630,Active,?????,25,12,2018
4631,Active,?????,25,12,2018
4632,Active,?????,??,??,????
4633,Active,?????,??,??,????
4634,Active,?????,??,??,????
4635,Active,?????,??,??,????
4636,Active,?????,23,12,2018
4637,Active,?????,23,12,2018
4638,Active,?????,23,12,2018
4639,Active,?????,23,12,2018
4640,Active,?????,23,12,2018
4641,Active,?????,23,12,2018
4642,Active,?????,18,01,2020
4643,Active,?????,??,??,????
4644,Active,?????,01,01,2019
4645,Active,?????,01,01,2019
4646,Active,?????,01,02,2019
4647,Active,?????,01,02,2019
4648,Active,?????,01,03,2019
4649,Active,?????,01,03,2019
4650,Active,?????,01,04,2019
4651,Active,?????,01,05,2019
4652,Active,?????,01,05,2019
4653,Active,?????,01,06,2019
4654,Active,?????,01,06,2019
4655,Active,?????,01,07,2019
4656,Active,?????,01,08,2019
4657,Active,?????,01,08,2019
4658,Active,?????,01,09,2019
4659,Active,?????,01,09,2019
4660,Active,?????,01,10,2019
4661,Active,?????,01,11,2019
4662,Active,?????,01,11,2019
4663,Active,?????,01,12,2019
4664,Active,?????,01,04,2019
4665,Active,?????,01,12,2019
4666,Active,?????,01,07,2019
4667,Active,?????,01,10,2019
4668,Active,?????,28,12,2018
4669,Active,?????,28,12,2018
4670,Active,?????,28,12,2018
4671,Active,?????,28,12,2018
4672,Active,?????,28,12,2018
4673,Active,?????,28,12,2018
4674,Active,?????,28,12,2018
4675,Active,?????,28,12,2018
4676,Active,?????,28,12,2018
4677,Active,?????,28,12,2018
